Airline,Source,Destination,Additional_Info_upd,Duration_mins,Total_Stops_upd,Price
Air India,Delhi,Cochin,0,2280,3,10703
Jet Airways,Mumbai,Hyderabad,0,85,0,8040
Vistara,Banglore,Delhi,0,160,0,4668
Air India,Delhi,Cochin,0,185,0,6304
Air India,Mumbai,Hyderabad,0,1795,2,14219
SpiceJet,Kolkata,Banglore,1,150,0,3841
Multiple carriers,Delhi,Cochin,0,480,1,13587
Air India,Kolkata,Banglore,0,875,2,12093
SpiceJet,Delhi,Cochin,0,315,1,5899
Air India,Mumbai,Hyderabad,0,90,0,3100
Air India,Banglore,Delhi,0,165,0,5438
IndiGo,Banglore,Delhi,0,175,0,5780
Air India,Kolkata,Banglore,0,955,2,11668
IndiGo,Banglore,New Delhi,0,175,0,11934
Jet Airways,Delhi,Cochin,0,505,2,16263
IndiGo,Delhi,Cochin,0,420,1,14871
SpiceJet,Banglore,Delhi,1,170,0,3573
Air India,Delhi,Cochin,0,1305,2,12497
Air India,Delhi,Cochin,0,185,0,5411
IndiGo,Delhi,Cochin,0,665,1,6600
IndiGo,Kolkata,Banglore,0,295,1,11160
Jet Airways,Mumbai,Hyderabad,0,1415,2,22950
SpiceJet,Kolkata,Banglore,0,315,1,4649
Jet Airways,Delhi,Cochin,0,1375,2,15129
IndiGo,Delhi,Cochin,0,195,0,8626
Jet Airways,Delhi,Cochin,0,1280,1,17234
Jet Airways,Banglore,New Delhi,1,450,1,7832
Air India,Mumbai,Hyderabad,0,85,0,3100
Jet Airways,Kolkata,Banglore,1,1730,1,9314
Jet Airways,Delhi,Cochin,0,620,1,14714
Jet Airways,Delhi,Cochin,0,1000,2,13882
Jet Airways,Delhi,Cochin,0,425,2,16274
Multiple carriers,Delhi,Cochin,0,440,1,15135
IndiGo,Banglore,New Delhi,0,175,0,6144
Jet Airways,Delhi,Cochin,0,1475,2,9483
Air India,Delhi,Cochin,0,1490,2,14431
Multiple carriers,Delhi,Cochin,1,455,1,6093
Multiple carriers,Delhi,Cochin,0,660,1,7888
IndiGo,Delhi,Cochin,0,975,1,7503
Air India,Kolkata,Banglore,0,890,1,6117
Jet Airways,Delhi,Cochin,0,590,1,17024
Jet Airways,Kolkata,Banglore,0,800,1,12681
Multiple carriers,Delhi,Cochin,0,505,1,10678
Jet Airways,Kolkata,Banglore,0,1655,1,13759
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
SpiceJet,Banglore,Delhi,1,170,0,4885
Multiple carriers,Delhi,Cochin,0,795,1,10786
Vistara,Mumbai,Hyderabad,0,1555,1,12080
IndiGo,Kolkata,Banglore,0,155,0,4804
Air India,Delhi,Cochin,0,1335,1,6587
Jet Airways,Delhi,Cochin,1,820,2,8728
Air Asia,Delhi,Cochin,0,625,1,7452
IndiGo,Banglore,Delhi,0,170,0,4823
Multiple carriers,Delhi,Cochin,0,925,1,8310
Vistara,Banglore,Delhi,0,170,0,5403
Jet Airways,Delhi,Cochin,0,1320,2,13376
Multiple carriers,Delhi,Cochin,0,505,1,10877
Jet Airways,Banglore,New Delhi,0,1555,1,14815
IndiGo,Delhi,Cochin,0,570,1,6558
Multiple carriers,Delhi,Cochin,0,720,1,14067
Multiple carriers,Delhi,Cochin,0,585,1,9627
Jet Airways,Delhi,Cochin,0,1425,1,14714
IndiGo,Delhi,Cochin,0,195,0,5000
Multiple carriers Premium economy,Delhi,Cochin,0,900,1,9845
Jet Airways,Kolkata,Banglore,1,1285,1,10844
IndiGo,Delhi,Cochin,0,515,1,7048
Jet Airways,Kolkata,Banglore,0,1520,1,12692
Jet Airways,Delhi,Cochin,1,1260,1,13843
Jet Airways,Banglore,New Delhi,1,1055,1,7832
IndiGo,Mumbai,Hyderabad,0,90,0,4049
Jet Airways,Delhi,Cochin,0,650,1,12242
Jet Airways,Delhi,Cochin,1,1425,1,10262
Jet Airways,Kolkata,Banglore,0,685,1,14571
SpiceJet,Kolkata,Banglore,0,150,0,4174
Multiple carriers,Delhi,Cochin,0,395,1,11264
IndiGo,Kolkata,Banglore,0,160,0,4174
IndiGo,Chennai,Kolkata,0,145,0,3540
Vistara,Kolkata,Banglore,0,790,1,9345
Air India,Delhi,Cochin,0,1595,2,9653
IndiGo,Mumbai,Hyderabad,0,85,0,3342
Multiple carriers,Delhi,Cochin,0,930,1,8073
Jet Airways,Kolkata,Banglore,1,855,1,7064
Jet Airways,Delhi,Cochin,0,1320,2,13376
Multiple carriers,Delhi,Cochin,0,625,1,15135
Air India,Kolkata,Banglore,0,625,1,10413
Vistara,Kolkata,Banglore,0,865,1,9187
Jet Airways,Delhi,Cochin,0,1620,2,13292
IndiGo,Delhi,Cochin,0,515,1,6674
IndiGo,Delhi,Cochin,0,480,1,8330
Multiple carriers,Delhi,Cochin,0,740,1,11200
Jet Airways,Delhi,Cochin,1,1595,1,10262
Vistara,Delhi,Cochin,0,190,0,6216
Jet Airways,Kolkata,Banglore,1,1430,1,10844
Jet Airways,Kolkata,Banglore,1,1515,1,11134
IndiGo,Chennai,Kolkata,0,140,0,5277
Jet Airways,Delhi,Cochin,0,1705,2,14300
Jet Airways,Banglore,New Delhi,0,1290,1,17471
Jet Airways,Kolkata,Banglore,1,730,1,10844
SpiceJet,Banglore,New Delhi,1,170,0,5469
Jet Airways,Delhi,Cochin,1,1355,1,10262
SpiceJet,Delhi,Cochin,0,375,1,7185
Air Asia,Kolkata,Banglore,0,150,0,3807
Jet Airways,Delhi,Cochin,0,655,1,14714
Vistara,Kolkata,Banglore,0,790,1,8610
Jet Airways,Delhi,Cochin,0,705,1,17234
Multiple carriers,Delhi,Cochin,0,565,3,15629
Multiple carriers,Delhi,Cochin,0,855,2,6128
Jet Airways,Delhi,Cochin,0,745,1,16289
Jet Airways,Delhi,Cochin,0,810,2,15129
Jet Airways,Banglore,New Delhi,1,1220,1,7832
Jet Airways,Banglore,New Delhi,0,490,1,22270
Jet Airways,Kolkata,Banglore,0,1005,1,11467
IndiGo,Mumbai,Hyderabad,0,90,0,4392
SpiceJet,Kolkata,Banglore,0,150,0,4491
Jet Airways,Kolkata,Banglore,1,730,1,9663
IndiGo,Delhi,Cochin,0,415,1,5883
Air India,Delhi,Cochin,0,760,1,14777
Air Asia,Kolkata,Banglore,0,220,1,5162
IndiGo,Kolkata,Banglore,0,160,0,4804
Jet Airways,Kolkata,Banglore,1,1315,1,8529
Jet Airways,Kolkata,Banglore,1,590,1,10844
SpiceJet,Kolkata,Banglore,0,155,0,3873
IndiGo,Kolkata,Banglore,0,165,0,4804
Jet Airways,Mumbai,Hyderabad,0,85,0,5678
Jet Airways,Kolkata,Banglore,0,705,1,12681
Jet Airways,Banglore,New Delhi,0,390,1,9623
Multiple carriers,Delhi,Cochin,0,725,1,15147
Vistara,Kolkata,Banglore,0,975,1,9345
Jet Airways,Kolkata,Banglore,1,910,1,7757
Jet Airways,Kolkata,Banglore,1,1170,1,10844
Air India,Banglore,New Delhi,0,2105,2,11948
Jet Airways,Delhi,Cochin,0,1790,2,13376
Air India,Kolkata,Banglore,0,580,1,6117
IndiGo,Delhi,Cochin,0,675,1,6171
Jet Airways,Kolkata,Banglore,0,345,1,13626
Jet Airways,Banglore,New Delhi,0,1305,1,17471
Multiple carriers,Delhi,Cochin,0,535,1,7531
Jet Airways,Delhi,Cochin,1,805,1,12373
Jet Airways,Delhi,Cochin,0,330,1,16289
IndiGo,Banglore,New Delhi,0,170,0,4777
Jet Airways,Banglore,Delhi,1,180,0,5198
Jet Airways,Kolkata,Banglore,1,570,1,10844
Air India,Banglore,Delhi,0,165,0,7171
Air India,Delhi,Cochin,0,1470,2,11942
IndiGo,Banglore,Delhi,0,170,0,4423
Vistara,Delhi,Cochin,0,175,0,5586
Jet Airways,Kolkata,Banglore,1,1145,1,11134
Air Asia,Banglore,New Delhi,0,170,0,4284
Air India,Kolkata,Banglore,0,150,0,6245
SpiceJet,Banglore,New Delhi,0,475,1,10341
SpiceJet,Banglore,New Delhi,0,170,0,6860
Air India,Mumbai,Hyderabad,0,75,0,2050
Multiple carriers,Delhi,Cochin,1,465,1,5797
IndiGo,Banglore,New Delhi,0,180,0,7648
Air India,Banglore,New Delhi,0,165,0,8851
Air India,Kolkata,Banglore,0,1165,2,13007
Jet Airways,Kolkata,Banglore,0,1450,1,13067
IndiGo,Banglore,New Delhi,0,295,1,4049
Jet Airways,Kolkata,Banglore,0,1500,1,12692
Air India,Chennai,Kolkata,0,135,0,4667
Multiple carriers,Delhi,Cochin,1,850,2,8938
IndiGo,Delhi,Cochin,0,480,1,10208
Multiple carriers,Delhi,Cochin,0,470,1,7354
Air India,Banglore,Delhi,0,165,0,5438
Air Asia,Kolkata,Banglore,0,150,0,4107
Jet Airways,Kolkata,Banglore,1,975,1,11134
Jet Airways,Delhi,Cochin,1,940,1,10262
Air India,Kolkata,Banglore,0,1100,2,14083
Vistara,Kolkata,Banglore,0,975,1,9345
Jet Airways,Delhi,Cochin,1,1145,1,12373
Multiple carriers,Delhi,Cochin,1,570,1,10196
IndiGo,Delhi,Cochin,0,300,1,5947
Jet Airways,Kolkata,Banglore,0,1155,1,13044
Jet Airways,Kolkata,Banglore,1,1655,1,9663
Jet Airways,Banglore,New Delhi,0,875,1,27992
IndiGo,Kolkata,Banglore,0,280,1,7476
Air India,Kolkata,Banglore,0,805,1,10413
Multiple carriers,Delhi,Cochin,0,455,1,10261
Jet Airways,Kolkata,Banglore,0,840,1,14151
Air India,Banglore,Delhi,0,165,0,5176
Jet Airways,Delhi,Cochin,0,1105,1,14714
Jet Airways,Kolkata,Banglore,1,1285,1,9314
Jet Airways,Delhi,Cochin,0,395,1,14714
Multiple carriers,Delhi,Cochin,0,660,1,12192
SpiceJet,Mumbai,Hyderabad,0,90,0,1759
IndiGo,Delhi,Cochin,0,320,1,4744
Jet Airways,Banglore,Delhi,0,180,0,7229
Jet Airways,Delhi,Cochin,0,1685,1,15029
IndiGo,Kolkata,Banglore,0,160,0,4462
SpiceJet,Chennai,Kolkata,0,135,0,6300
Air India,Mumbai,Hyderabad,0,75,0,2575
Jet Airways,Banglore,New Delhi,1,1455,1,11087
Multiple carriers,Delhi,Cochin,0,560,1,6305
Vistara,Banglore,New Delhi,0,160,0,8290
Jet Airways,Banglore,Delhi,1,180,0,5769
IndiGo,Banglore,Delhi,0,180,0,4990
Air Asia,Banglore,New Delhi,0,165,0,6135
IndiGo,Delhi,Cochin,0,345,1,5733
Multiple carriers,Delhi,Cochin,0,900,1,7670
Jet Airways,Delhi,Cochin,0,1430,2,12819
IndiGo,Banglore,Delhi,0,170,0,4823
IndiGo,Delhi,Cochin,0,965,1,6979
Air India,Kolkata,Banglore,0,545,1,10493
Air India,Delhi,Cochin,0,1395,2,16111
Air India,Delhi,Cochin,0,1275,2,10651
IndiGo,Delhi,Cochin,0,665,1,6600
Jet Airways,Delhi,Cochin,1,1320,2,10919
IndiGo,Kolkata,Banglore,0,165,0,5198
Air India,Banglore,New Delhi,0,1890,2,12778
IndiGo,Mumbai,Hyderabad,0,85,0,2754
Jet Airways,Delhi,Cochin,0,1195,2,15129
IndiGo,Delhi,Cochin,0,305,1,7255
Multiple carriers,Delhi,Cochin,0,375,1,14486
GoAir,Delhi,Cochin,0,355,1,6591
SpiceJet,Banglore,Delhi,1,175,0,3573
Jet Airways,Delhi,Cochin,1,1295,1,10262
Jet Airways,Kolkata,Banglore,0,910,1,14388
Jet Airways,Delhi,Cochin,0,1530,1,14714
Jet Airways,Delhi,Cochin,1,1025,2,10368
SpiceJet,Chennai,Kolkata,0,155,0,3384
Air India,Kolkata,Banglore,0,1540,1,7742
IndiGo,Delhi,Cochin,0,345,1,6386
Jet Airways,Banglore,Delhi,1,185,0,7229
Air India,Kolkata,Banglore,0,545,1,8891
Multiple carriers,Delhi,Cochin,0,480,1,13587
IndiGo,Delhi,Cochin,0,350,1,8227
Air India,Kolkata,Banglore,0,805,2,12125
SpiceJet,Kolkata,Banglore,0,140,0,3873
Multiple carriers,Delhi,Cochin,0,570,1,13377
Jet Airways,Kolkata,Banglore,0,1630,1,10953
SpiceJet,Kolkata,Banglore,0,160,0,4622
Jet Airways,Kolkata,Banglore,0,1210,1,14231
Jet Airways,Delhi,Cochin,1,1270,1,10262
IndiGo,Banglore,Delhi,0,170,0,3943
Vistara,Kolkata,Banglore,0,1440,1,8610
Multiple carriers,Delhi,Cochin,0,915,1,6717
Multiple carriers,Delhi,Cochin,0,630,1,10877
IndiGo,Kolkata,Banglore,0,290,1,4775
Jet Airways,Kolkata,Banglore,0,365,1,14571
SpiceJet,Banglore,New Delhi,1,175,0,6205
Jet Airways,Kolkata,Banglore,0,1295,1,14151
Multiple carriers,Delhi,Cochin,0,560,1,6637
Air India,Banglore,New Delhi,0,1640,2,12074
IndiGo,Kolkata,Banglore,0,155,0,4804
IndiGo,Kolkata,Banglore,0,315,1,7252
IndiGo,Delhi,Cochin,0,275,1,6069
Jet Airways,Delhi,Cochin,0,450,1,15554
IndiGo,Chennai,Kolkata,0,165,0,3850
Air India,Delhi,Cochin,0,1470,2,12940
SpiceJet,Kolkata,Banglore,0,435,1,8844
Jet Airways,Delhi,Cochin,1,715,1,15190
Jet Airways,Banglore,New Delhi,1,490,1,9134
Jet Airways,Delhi,Cochin,0,940,1,11822
Multiple carriers,Delhi,Cochin,0,630,1,15078
SpiceJet,Mumbai,Hyderabad,0,85,0,11005
IndiGo,Delhi,Cochin,0,635,1,7006
IndiGo,Banglore,New Delhi,0,295,1,4259
Air India,Delhi,Cochin,0,1305,2,11762
Jet Airways,Banglore,New Delhi,1,1445,1,8147
SpiceJet,Kolkata,Banglore,1,155,0,3841
IndiGo,Kolkata,Banglore,0,155,0,4174
Jet Airways,Delhi,Cochin,1,655,1,12898
SpiceJet,Delhi,Cochin,0,380,1,5583
Jet Airways,Delhi,Cochin,1,450,1,10262
Jet Airways,Banglore,Delhi,0,165,0,7229
Jet Airways,Delhi,Cochin,0,1375,2,15129
Vistara,Banglore,Delhi,0,170,0,4668
IndiGo,Banglore,Delhi,0,175,0,4990
IndiGo,Kolkata,Banglore,0,165,0,6985
IndiGo,Banglore,Delhi,0,180,0,4823
Vistara,Kolkata,Banglore,0,700,1,9345
Jet Airways,Kolkata,Banglore,1,1575,1,10844
Jet Airways,Delhi,Cochin,0,1620,2,14657
IndiGo,Delhi,Cochin,0,665,1,6818
Air India,Delhi,Cochin,0,1545,2,11543
SpiceJet,Mumbai,Hyderabad,1,85,0,2175
Jet Airways,Kolkata,Banglore,1,1285,1,10844
Jet Airways,Mumbai,Hyderabad,0,85,0,8040
Jet Airways,Kolkata,Banglore,0,740,1,14571
Jet Airways,Kolkata,Banglore,0,330,1,14571
Jet Airways,Delhi,Cochin,1,1235,1,12898
Multiple carriers,Delhi,Cochin,0,555,1,14848
Multiple carriers,Delhi,Cochin,0,390,1,8283
Jet Airways,Banglore,Delhi,0,175,0,7229
Multiple carriers,Delhi,Cochin,0,830,1,8405
Jet Airways,Delhi,Cochin,0,1365,2,19266
Air India,Delhi,Cochin,0,875,1,11038
Jet Airways,Banglore,Delhi,0,185,0,8016
SpiceJet,Chennai,Kolkata,0,140,0,3384
IndiGo,Delhi,Cochin,0,415,1,6573
Jet Airways,Delhi,Cochin,0,1195,2,12819
Jet Airways,Delhi,Cochin,0,1125,2,15129
IndiGo,Banglore,Delhi,0,170,0,3943
Jet Airways,Banglore,New Delhi,1,805,1,7832
IndiGo,Banglore,New Delhi,0,175,0,6860
IndiGo,Banglore,Delhi,0,175,0,4823
Air India,Banglore,Delhi,0,165,0,5228
Jet Airways,Kolkata,Banglore,0,345,1,13364
Jet Airways,Banglore,New Delhi,0,885,1,13555
IndiGo,Chennai,Kolkata,0,140,0,5277
Air India,Kolkata,Banglore,0,1100,2,13243
Multiple carriers,Delhi,Cochin,0,780,1,9794
Jet Airways,Banglore,Delhi,0,165,0,8016
Multiple carriers,Delhi,Cochin,0,480,1,13377
Jet Airways,Kolkata,Banglore,0,1745,1,12692
Air India,Kolkata,Banglore,0,610,2,10697
SpiceJet,Chennai,Kolkata,0,155,0,3384
IndiGo,Delhi,Cochin,0,940,1,6734
Jet Airways,Kolkata,Banglore,1,800,1,10844
Air India,Banglore,Delhi,0,170,0,5228
Air India,Kolkata,Banglore,0,1545,1,8891
IndiGo,Chennai,Kolkata,0,140,0,3384
Multiple carriers,Delhi,Cochin,0,780,1,17057
IndiGo,Kolkata,Banglore,0,265,1,3480
SpiceJet,Banglore,Delhi,0,170,0,4423
Jet Airways,Kolkata,Banglore,0,1330,1,14178
SpiceJet,Delhi,Cochin,1,270,1,4760
Jet Airways,Kolkata,Banglore,0,800,1,14151
Jet Airways,Kolkata,Banglore,0,1220,1,12681
Jet Airways,Delhi,Cochin,1,195,0,4886
Air Asia,Kolkata,Banglore,0,155,0,3807
IndiGo,Kolkata,Banglore,0,155,0,4804
IndiGo,Banglore,New Delhi,0,290,1,5694
Multiple carriers,Delhi,Cochin,0,600,1,10197
IndiGo,Banglore,Delhi,0,170,0,4077
Jet Airways,Kolkata,Banglore,0,705,1,14781
IndiGo,Kolkata,Banglore,0,155,0,5224
IndiGo,Kolkata,Banglore,0,160,0,4804
Jet Airways,Kolkata,Banglore,1,1330,1,8586
Air India,Kolkata,Banglore,0,1515,1,7662
Jet Airways,Delhi,Cochin,0,535,1,18550
Vistara,Kolkata,Banglore,0,385,1,8610
Jet Airways,Banglore,Delhi,0,180,0,7229
Air India,Kolkata,Banglore,0,1165,2,12009
Jet Airways,Kolkata,Banglore,0,1685,1,14151
Air India,Delhi,Cochin,0,170,0,4729
Air India,Delhi,Cochin,0,170,0,7931
Jet Airways,Delhi,Cochin,1,1505,1,12898
Jet Airways,Delhi,Cochin,0,1295,1,16289
Jet Airways,Delhi,Cochin,0,1295,2,13292
Multiple carriers,Delhi,Cochin,0,780,1,7618
Multiple carriers,Delhi,Cochin,0,435,1,13377
Air Asia,Kolkata,Banglore,0,955,1,5192
Multiple carriers,Delhi,Cochin,1,455,1,7268
Jet Airways,Kolkata,Banglore,1,800,1,12384
IndiGo,Banglore,New Delhi,0,170,0,5694
Jet Airways,Banglore,New Delhi,0,420,2,16338
Multiple carriers,Delhi,Cochin,0,750,1,7198
Jet Airways,Delhi,Cochin,1,650,1,6540
Jet Airways,Mumbai,Hyderabad,1,90,0,3210
SpiceJet,Kolkata,Banglore,0,155,0,3873
Air Asia,Banglore,Delhi,0,165,0,4483
Air Asia,Delhi,Cochin,0,340,1,6752
IndiGo,Banglore,Delhi,0,175,0,4823
Air India,Kolkata,Banglore,0,745,1,10203
SpiceJet,Kolkata,Banglore,0,140,0,3873
SpiceJet,Mumbai,Hyderabad,0,80,0,2017
Jet Airways,Kolkata,Banglore,1,1215,1,8586
Jet Airways,Banglore,New Delhi,1,695,1,31825
Air India,Kolkata,Banglore,0,1665,2,16057
Jet Airways,Delhi,Cochin,1,1570,1,10262
IndiGo,Delhi,Cochin,0,305,1,6593
SpiceJet,Banglore,Delhi,0,175,0,3971
Jet Airways,Delhi,Cochin,0,1415,1,16289
Jet Airways,Kolkata,Banglore,1,1450,1,9314
Jet Airways,Banglore,Delhi,1,180,0,4030
Multiple carriers,Delhi,Cochin,0,420,1,13587
Jet Airways,Kolkata,Banglore,1,1295,1,9314
Air Asia,Delhi,Cochin,0,625,1,6253
Air Asia,Kolkata,Banglore,0,955,1,5192
Air India,Kolkata,Banglore,0,1700,2,16372
Vistara,Banglore,Delhi,0,170,0,5403
Multiple carriers,Delhi,Cochin,0,440,1,11200
IndiGo,Chennai,Kolkata,0,145,0,3858
IndiGo,Kolkata,Banglore,0,155,0,4174
Air India,Delhi,Cochin,0,185,0,5411
IndiGo,Mumbai,Hyderabad,0,90,0,3175
IndiGo,Chennai,Kolkata,0,140,0,3858
Jet Airways,Kolkata,Banglore,0,520,1,13941
Air India,Delhi,Cochin,0,1800,2,12182
IndiGo,Banglore,Delhi,0,180,0,4990
Jet Airways,Kolkata,Banglore,1,1540,1,10539
IndiGo,Banglore,New Delhi,0,175,0,6860
Vistara,Delhi,Cochin,0,175,0,8001
Jet Airways,Delhi,Cochin,1,1210,1,10262
Vistara,Kolkata,Banglore,0,385,1,8085
IndiGo,Banglore,Delhi,0,170,0,3419
Air India,Kolkata,Banglore,0,1665,2,15164
IndiGo,Kolkata,Banglore,0,165,0,6565
Jet Airways,Delhi,Cochin,1,805,2,9254
Air Asia,Kolkata,Banglore,0,220,1,6857
Air India,Kolkata,Banglore,0,1100,2,12140
SpiceJet,Kolkata,Banglore,1,145,0,3841
Jet Airways,Kolkata,Banglore,0,685,1,14781
Air India,Delhi,Cochin,0,1300,1,8372
Air India,Kolkata,Banglore,0,1830,3,8607
Multiple carriers,Delhi,Cochin,0,660,1,13587
Jet Airways,Delhi,Cochin,0,450,1,15554
Jet Airways,Kolkata,Banglore,1,1360,1,10844
IndiGo,Mumbai,Hyderabad,0,90,0,4392
Air India,Banglore,Delhi,0,165,0,6961
Air India,Delhi,Cochin,0,795,1,8907
IndiGo,Delhi,Cochin,0,835,1,6442
Jet Airways,Kolkata,Banglore,1,570,1,8586
Air India,Delhi,Cochin,0,1820,2,13486
Air India,Mumbai,Hyderabad,0,75,0,3100
Jet Airways,Delhi,Cochin,1,2070,2,15812
Air India,Delhi,Cochin,0,185,0,5201
IndiGo,Delhi,Cochin,0,825,2,9413
Air India,Delhi,Cochin,0,1380,2,13591
Jet Airways,Mumbai,Hyderabad,0,85,0,5678
Air India,Banglore,New Delhi,0,895,1,6781
Jet Airways,Banglore,New Delhi,1,1005,1,7832
Jet Airways,Delhi,Cochin,1,1610,1,14053
Jet Airways,Kolkata,Banglore,1,800,1,10703
Multiple carriers,Delhi,Cochin,0,480,1,13727
Multiple carriers,Delhi,Cochin,0,480,1,7408
Jet Airways,Banglore,New Delhi,0,1280,1,20800
Air India,Delhi,Cochin,0,1100,2,11911
Vistara,Banglore,Delhi,0,160,0,5403
Jet Airways,Kolkata,Banglore,1,575,1,13469
Jet Airways,Delhi,Cochin,1,910,2,11270
Air Asia,Delhi,Cochin,0,590,1,6152
Jet Airways,Delhi,Cochin,0,1225,1,12452
Jet Airways,Kolkata,Banglore,1,1430,1,10844
IndiGo,Delhi,Cochin,0,635,1,8216
Jet Airways,Kolkata,Banglore,0,800,1,13626
Multiple carriers,Delhi,Cochin,0,855,2,7084
Multiple carriers,Delhi,Cochin,0,860,1,7575
Air India,Banglore,New Delhi,0,1475,1,6781
Jet Airways,Banglore,Delhi,1,180,0,6478
SpiceJet,Mumbai,Hyderabad,1,80,0,2385
Multiple carriers,Delhi,Cochin,0,480,1,9385
GoAir,Banglore,Delhi,0,175,0,5048
IndiGo,Delhi,Cochin,0,305,1,5058
Multiple carriers Premium economy,Delhi,Cochin,0,440,1,11269
Multiple carriers,Delhi,Cochin,0,390,1,7363
Air India,Delhi,Cochin,0,1305,2,11762
Jet Airways,Delhi,Cochin,0,800,1,15764
Jet Airways,Delhi,Cochin,1,1105,1,10262
Jet Airways,Delhi,Cochin,1,1320,2,10919
Jet Airways,Delhi,Cochin,1,1530,1,10262
Air India,Kolkata,Banglore,0,1045,2,11883
SpiceJet,Kolkata,Banglore,0,140,0,3847
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Vistara,Kolkata,Banglore,0,930,1,8662
Jet Airways,Delhi,Cochin,1,865,1,12898
SpiceJet,Banglore,Delhi,0,175,0,4423
Air India,Delhi,Cochin,0,875,1,8991
SpiceJet,Delhi,Cochin,0,295,1,5409
IndiGo,Delhi,Cochin,0,455,1,6442
Air India,Kolkata,Banglore,0,590,2,9941
IndiGo,Delhi,Cochin,0,880,2,6494
Multiple carriers,Delhi,Cochin,0,510,1,7198
SpiceJet,Banglore,New Delhi,0,170,0,7110
Jet Airways,Banglore,New Delhi,1,875,1,11087
IndiGo,Kolkata,Banglore,0,155,0,4804
IndiGo,Banglore,Delhi,0,175,0,4823
Jet Airways,Kolkata,Banglore,0,575,1,14151
Multiple carriers,Delhi,Cochin,1,780,1,10791
Vistara,Kolkata,Banglore,0,1555,1,7980
Air India,Delhi,Cochin,0,1535,1,6587
Vistara,Chennai,Kolkata,0,135,0,3687
Air India,Delhi,Cochin,0,1470,2,13307
Air India,Mumbai,Hyderabad,0,85,0,2050
Multiple carriers,Delhi,Cochin,0,600,1,10197
Vistara,Banglore,Delhi,0,170,0,4668
IndiGo,Banglore,Delhi,0,170,0,4990
IndiGo,Mumbai,Hyderabad,0,90,0,4049
Multiple carriers,Delhi,Cochin,0,720,1,7933
IndiGo,Mumbai,Hyderabad,0,90,0,4049
Jet Airways,Delhi,Cochin,1,1280,1,6645
Jet Airways,Mumbai,Hyderabad,0,90,0,8040
Multiple carriers,Delhi,Cochin,0,755,1,8098
Jet Airways,Delhi,Cochin,1,1005,1,10262
Jet Airways,Banglore,New Delhi,0,780,1,12284
Jet Airways,Delhi,Cochin,1,1680,1,10262
IndiGo,Banglore,Delhi,0,170,0,4990
Air India,Banglore,New Delhi,0,1030,2,12568
Jet Airways,Kolkata,Banglore,1,570,1,11841
Jet Airways,Delhi,Cochin,0,620,1,18371
SpiceJet,Banglore,New Delhi,0,475,1,23267
Jet Airways,Kolkata,Banglore,0,840,1,13067
IndiGo,Chennai,Kolkata,0,140,0,5277
Air India,Delhi,Cochin,0,865,2,13879
IndiGo,Kolkata,Banglore,0,155,0,4174
Air India,Delhi,Cochin,0,1410,2,10178
Jet Airways,Delhi,Cochin,0,1000,2,13882
Vistara,Banglore,Delhi,0,165,0,4878
Vistara,Banglore,Delhi,0,170,0,4668
Jet Airways,Kolkata,Banglore,1,1595,1,10844
Multiple carriers,Delhi,Cochin,0,735,1,7005
Jet Airways,Delhi,Cochin,1,620,1,12898
Air India,Delhi,Cochin,0,925,1,9929
Jet Airways,Delhi,Cochin,0,540,1,14714
Air India,Delhi,Cochin,0,170,0,6094
Jet Airways,Banglore,New Delhi,0,680,1,16736
Jet Airways,Banglore,Delhi,0,175,0,7229
Multiple carriers,Delhi,Cochin,0,460,1,8882
Multiple carriers,Delhi,Cochin,0,660,1,10197
IndiGo,Kolkata,Banglore,0,155,0,4804
IndiGo,Delhi,Cochin,0,350,1,13628
Vistara,Delhi,Cochin,0,190,0,6216
Air India,Delhi,Cochin,0,1535,1,7480
Air India,Kolkata,Banglore,0,375,1,11936
SpiceJet,Chennai,Kolkata,0,135,0,3859
Jet Airways,Kolkata,Banglore,1,845,1,8586
Vistara,Banglore,New Delhi,0,175,0,21730
IndiGo,Delhi,Cochin,0,500,1,6628
Air India,Kolkata,Banglore,0,1195,2,10151
Jet Airways,Kolkata,Banglore,0,1285,1,11467
IndiGo,Delhi,Cochin,0,295,1,7010
Jet Airways,Banglore,Delhi,0,180,0,7229
IndiGo,Banglore,New Delhi,0,180,0,8033
Jet Airways,Banglore,Delhi,0,175,0,7229
IndiGo,Kolkata,Banglore,0,315,1,6911
Jet Airways,Delhi,Cochin,0,1380,2,14300
Air India,Kolkata,Banglore,0,1100,2,13033
IndiGo,Banglore,Delhi,0,170,0,3943
SpiceJet,Banglore,New Delhi,0,175,0,6205
IndiGo,Delhi,Cochin,0,570,1,14871
Jet Airways,Mumbai,Hyderabad,0,85,0,5678
Multiple carriers,Delhi,Cochin,0,465,1,16108
Jet Airways,Banglore,New Delhi,0,775,1,17261
SpiceJet,Banglore,Delhi,0,160,0,3311
IndiGo,Kolkata,Banglore,0,155,0,4174
IndiGo,Banglore,Delhi,0,170,0,4823
Air India,Banglore,New Delhi,0,920,1,8425
Jet Airways,Banglore,Delhi,0,175,0,7229
GoAir,Delhi,Cochin,0,540,1,5281
Jet Airways,Delhi,Cochin,0,1225,1,17549
Multiple carriers,Delhi,Cochin,0,780,1,13797
IndiGo,Banglore,Delhi,0,170,0,4823
